id,bc2,bc1,sample,did
NA19209,97,14,run1_pb,040820
NA19210,98,14,run1_pb,040820
NA19213,105,14,run1_pb,040820
NA19214,106,14,run1_pb,040820
NA19222,101,14,run1_pb,040820
NA19223,102,14,run1_pb,040820
NA19225,103,14,run1_pb,040820
NA19235,104,14,run1_pb,040820
NA19236,97,15,run1_pb,040820
NA19238,98,15,run1_pb,040820
NA19239,105,15,run1_pb,040820
NA19240,106,15,run1_pb,040820
NA19247,101,15,run1_pb,040820
NA19248,102,15,run1_pb,040820
NA19256,103,15,run1_pb,040820
NA19257,104,15,run1_pb,040820
NA19307,103,18,run1_pb,040820
NA19308,104,18,run1_pb,040820
NA19309,97,19,run1_pb,040820
NA19310,98,19,run1_pb,040820
NA19311,105,19,run1_pb,040820
NA19312,106,19,run1_pb,040820
NA19313,101,19,run1_pb,040820
NA19314,102,19,run1_pb,040820
NA19315,103,19,run1_pb,040820
NA19316,104,19,run1_pb,040820
NA19317,97,20,run1_pb,040820
NA19318,98,20,run1_pb,040820
NA19319,105,20,run1_pb,040820
NA19321,106,20,run1_pb,040820
NA19323,101,20,run1_pb,040820
NA19324,102,20,run1_pb,040820
NA19327,103,20,run1_pb,040820
NA19328,104,20,run1_pb,040820
NA19331,97,21,run1_pb,040820
NA19332,98,21,run1_pb,040820
NA19334,105,21,run1_pb,040820
NA19338,106,21,run1_pb,040820
NA19346,101,21,run1_pb,040820
NA19347,102,21,run1_pb,040820
NA19350,103,21,run1_pb,040820
NA19351,104,21,run1_pb,040820
NA19352,97,22,run1_pb,040820
NA19355,98,22,run1_pb,040820
NA19359,105,22,run1_pb,040820
NA19360,106,22,run1_pb,040820
NA19371,101,22,run1_pb,040820
NA19372,102,22,run1_pb,040820
NA19373,103,22,run1_pb,040820
NA19374,104,22,run1_pb,040820
NA19375,97,23,run1_pb,040820
NA19376,98,23,run1_pb,040820
NA19377,105,23,run1_pb,040820
NA19378,106,23,run1_pb,040820
NA19379,101,23,run1_pb,040820
NA19380,102,23,run1_pb,040820
NA19381,103,23,run1_pb,040820
NA19382,104,23,run1_pb,040820
NA19383,97,24,run1_pb,040820
NA19384,98,24,run1_pb,040820
NA19385,105,24,run1_pb,040820
NA19390,106,24,run1_pb,040820
NA19391,101,24,run1_pb,040820
NA19392,102,24,run1_pb,040820
NA19393,103,24,run1_pb,040820
NA19394,104,24,run1_pb,040820
NA19395,97,25,run1_pb,040820
NA19396,98,25,run1_pb,040820
NA19397,105,25,run1_pb,040820
NA19398,106,25,run1_pb,040820
NA19399,101,25,run1_pb,040820
NA19401,102,25,run1_pb,040820
NA19402,103,25,run1_pb,040820
NA19403,104,25,run1_pb,040820
NA19404,97,26,run1_pb,040820
NA19428,98,26,run1_pb,040820
NA19429,105,26,run1_pb,040820
NA19430,106,26,run1_pb,040820
NA19431,101,26,run1_pb,040820
NA19432,102,26,run1_pb,040820
NA19434,103,26,run1_pb,040820
NA19435,104,26,run1_pb,040820
NA19436,97,27,run1_pb,040820
NA19437,98,27,run1_pb,040820
NA19438,105,27,run1_pb,040820
NA19439,106,27,run1_pb,040820
NA19440,101,27,run1_pb,040820
NA19441,102,27,run1_pb,040820
NA19443,103,27,run1_pb,040820
NA19444,104,27,run1_pb,040820
NA19445,97,28,run1_pb,040820
NA19446,98,28,run1_pb,040820
NA19448,105,28,run1_pb,040820
NA19449,106,28,run1_pb,040820
NA19451,101,28,run1_pb,040820
NA19452,102,28,run1_pb,040820
NA19453,103,28,run1_pb,040820
NA19454,104,28,run1_pb,040820
NA19455,97,29,run1_pb,040820
NA19456,98,29,run1_pb,040820
NA19457,105,29,run1_pb,040820
NA19461,106,29,run1_pb,040820
NA19462,101,29,run1_pb,040820
NA19463,102,29,run1_pb,040820
NA19466,103,29,run1_pb,040820
NA19467,104,29,run1_pb,040820
NA19468,97,30,run1_pb,040820
NA19469,98,30,run1_pb,040820
NA19470,105,30,run1_pb,040820
NA19471,106,30,run1_pb,040820
NA19472,101,30,run1_pb,040820
NA19473,102,30,run1_pb,040820
NA19474,103,30,run1_pb,040820
NA19475,104,30,run1_pb,040820
NA20502,97,31,run1_pb,040820
NA20503,98,31,run1_pb,040820
NA20504,105,31,run1_pb,040820
NA20505,106,31,run1_pb,040820
NA20506,101,31,run1_pb,040820
NA20507,102,31,run1_pb,040820
NA20508,103,31,run1_pb,040820
NA20509,104,31,run1_pb,040820
NA20510,97,32,run1_pb,040820
NA20512,98,32,run1_pb,040820
NA20513,105,32,run1_pb,040820
NA20514,106,32,run1_pb,040820
NA20515,101,32,run1_pb,040820
NA20516,102,32,run1_pb,040820
NA20517,103,32,run1_pb,040820
NA20518,104,32,run1_pb,040820
NA20519,97,33,run1_pb,040820
NA20520,98,33,run1_pb,040820
NA20521,105,33,run1_pb,040820
NA20522,106,33,run1_pb,040820
NA20524,101,33,run1_pb,040820
NA20525,102,33,run1_pb,040820
NA20526,103,33,run1_pb,040820
NA20527,104,33,run1_pb,040820
NA20528,97,34,run1_pb,040820
NA20529,98,34,run1_pb,040820
NA20530,105,34,run1_pb,040820
NA20531,106,34,run1_pb,040820
NA20532,101,34,run1_pb,040820
NA20533,102,34,run1_pb,040820
NA20534,103,34,run1_pb,040820
NA20535,104,34,run1_pb,040820
NA20536,97,35,run1_pb,040820
NA20537,98,35,run1_pb,040820
NA20538,105,35,run1_pb,040820
NA20539,106,35,run1_pb,040820
NA20540,101,35,run1_pb,040820
NA20541,102,35,run1_pb,040820
NA20542,103,35,run1_pb,040820
NA20543,104,35,run1_pb,040820
NA20544,97,36,run1_pb,040820
NA20574,105,37,run1_pb,040820
NA20581,98,36,run1_pb,040820
NA20582,105,36,run1_pb,040820
NA20585,106,36,run1_pb,040820
NA20586,101,36,run1_pb,040820
NA20587,102,36,run1_pb,040820
NA20588,103,36,run1_pb,040820
NA20589,104,36,run1_pb,040820
NA20752,97,37,run1_pb,040820
NA20753,98,37,run1_pb,040820
NA20755,106,37,run1_pb,040820
NA20756,101,37,run1_pb,040820
NA20757,102,37,run1_pb,040820
NA20758,103,37,run1_pb,040820
NA20759,104,37,run1_pb,040820
NA20760,97,38,run1_pb,040820
NA20761,98,38,run1_pb,040820
NA20762,105,38,run1_pb,040820
NA20763,106,38,run1_pb,040820
NA20764,101,38,run1_pb,040820
NA20765,102,38,run1_pb,040820
NA20766,103,38,run1_pb,040820
NA20767,104,38,run1_pb,040820
NA20768,97,39,run1_pb,040820
NA20769,98,39,run1_pb,040820
NA20770,105,39,run1_pb,040820
NA20771,106,39,run1_pb,040820
NA20772,101,39,run1_pb,040820
NA20773,102,39,run1_pb,040820
NA20774,103,39,run1_pb,040820
NA20775,104,39,run1_pb,040820
NA20778,97,40,run1_pb,040820
NA20780,98,40,run1_pb,040820
NA20783,105,40,run1_pb,040820
NA20785,106,40,run1_pb,040820
NA20786,101,40,run1_pb,040820
NA20787,102,40,run1_pb,040820
NA20790,103,40,run1_pb,040820
NA20791,104,40,run1_pb,040820
NA20792,97,41,run1_pb,040820
NA20795,98,41,run1_pb,040820
NA20796,105,41,run1_pb,040820
NA20797,106,41,run1_pb,040820
NA20798,101,41,run1_pb,040820
NA20799,102,41,run1_pb,040820
NA20800,103,41,run1_pb,040820
NA20801,104,41,run1_pb,040820
NA20802,97,42,run1_pb,040820
NA20803,98,42,run1_pb,040820
NA20804,105,42,run1_pb,040820
NA20805,106,42,run1_pb,040820
NA20806,101,42,run1_pb,040820
NA20807,102,42,run1_pb,040820
NA20808,103,42,run1_pb,040820
NA20809,104,42,run1_pb,040820
NA20810,97,43,run1_pb,040820
NA20811,98,43,run1_pb,040820
NA20812,105,43,run1_pb,040820
NA20813,106,43,run1_pb,040820
NA20814,101,43,run1_pb,040820
NA20815,102,43,run1_pb,040820
NA20816,103,43,run1_pb,040820
NA20817,104,43,run1_pb,040820
NA20818,97,44,run1_pb,040820
NA20819,98,44,run1_pb,040820
NA20820,105,44,run1_pb,040820
NA20821,106,44,run1_pb,040820
NA20822,101,44,run1_pb,040820
NA20826,102,44,run1_pb,040820
NA20827,103,44,run1_pb,040820
NA20828,104,44,run1_pb,040820
NA20831,97,45,run1_pb,040820
NA20832,98,45,run1_pb,040820
AA/428,105,45,run1_1d2,051619
NA18486,97,01,run1_1d2,051619
NA18487,98,01,run1_1d2,051619
NA18488,105,01,run1_1d2,051619
NA18489,106,01,run1_1d2,051619
NA18498,101,01,run1_1d2,051619
NA18499,102,01,run1_1d2,051619
NA18501,103,01,run1_1d2,051619
NA18502,104,01,run1_1d2,051619
NA18504,97,02,run1_1d2,051619
NA18505,98,02,run1_1d2,051619
NA18507,105,02,run1_1d2,051619
NA18508,106,02,run1_1d2,051619
NA18510,101,02,run1_1d2,051619
NA18511,102,02,run1_1d2,051619
NA18516,103,02,run1_1d2,051619
NA18517,104,02,run1_1d2,051619
NA18519,97,03,run1_1d2,051619
NA18520,98,03,run1_1d2,051619
NA18522,105,03,run1_1d2,051619
NA18523,106,03,run1_1d2,051619
NA18852,101,03,run1_1d2,051619
NA18853,102,03,run1_1d2,051619
NA18855,103,03,run1_1d2,051619
NA18856,104,03,run1_1d2,051619
NA18858,97,04,run1_1d2,051619
NA18859,98,04,run1_1d2,051619
NA18861,105,04,run1_1d2,051619
NA18862,106,04,run1_1d2,051619
NA18867,101,04,run1_1d2,051619
NA18868,102,04,run1_1d2,051619
NA18870,103,04,run1_1d2,051619
NA18871,104,04,run1_1d2,051619
NA18873,97,05,run1_1d2,051619
NA18874,98,05,run1_1d2,051619
NA18877,105,05,run1_1d2,051619
NA18881,106,05,run1_1d2,051619
NA18907,101,05,run1_1d2,051619
NA18908,102,05,run1_1d2,051619
NA18909,103,05,run1_1d2,051619
NA18910,104,05,run1_1d2,051619
NA18912,97,06,run1_1d2,051619
NA18913,98,06,run1_1d2,051619
NA18915,105,06,run1_1d2,051619
NA18916,106,06,run1_1d2,051619
NA18917,101,06,run1_1d2,051619
NA18923,102,06,run1_1d2,051619
NA18924,103,06,run1_1d2,051619
NA18933,104,06,run1_1d2,051619
NA18934,97,07,run1_1d2,051619
NA19017,97,16,run1_1d2,051619
NA19019,98,16,run1_1d2,051619
NA19020,105,16,run1_1d2,051619
NA19022,106,16,run1_1d2,051619
NA19023,101,16,run1_1d2,051619
NA19024,102,16,run1_1d2,051619
NA19025,103,16,run1_1d2,051619
NA19026,104,16,run1_1d2,051619
NA19027,97,17,run1_1d2,051619
NA19028,98,17,run1_1d2,051619
NA19030,105,17,run1_1d2,051619
NA19031,106,17,run1_1d2,051619
NA19035,101,17,run1_1d2,051619
NA19036,102,17,run1_1d2,051619
NA19037,103,17,run1_1d2,051619
NA19038,104,17,run1_1d2,051619
NA19039,97,18,run1_1d2,051619
NA19041,98,18,run1_1d2,051619
NA19043,105,18,run1_1d2,051619
NA19044,106,18,run1_1d2,051619
NA19045,101,18,run1_1d2,051619
NA19046,102,18,run1_1d2,051619
NA19092,98,07,run1_1d2,051619
NA19093,105,07,run1_1d2,051619
NA19095,106,07,run1_1d2,051619
NA19096,101,07,run1_1d2,051619
NA19098,102,07,run1_1d2,051619
NA19099,103,07,run1_1d2,051619
NA19101,104,07,run1_1d2,051619
NA19102,97,08,run1_1d2,051619
NA19105,98,08,run1_1d2,051619
NA19107,105,08,run1_1d2,051619
NA19108,106,08,run1_1d2,051619
NA19113,101,08,run1_1d2,051619
NA19114,102,08,run1_1d2,051619
NA19116,103,08,run1_1d2,051619
NA19117,104,08,run1_1d2,051619
NA19118,97,09,run1_1d2,051619
NA19119,98,09,run1_1d2,051619
NA19121,105,09,run1_1d2,051619
NA19122,106,09,run1_1d2,051619
NA19127,101,09,run1_1d2,051619
NA19128,102,09,run1_1d2,051619
NA19129,103,09,run1_1d2,051619
NA19130,104,09,run1_1d2,051619
NA19131,97,10,run1_1d2,051619
NA19137,98,10,run1_1d2,051619
NA19138,105,10,run1_1d2,051619
NA19140,106,10,run1_1d2,051619
NA19141,101,10,run1_1d2,051619
NA19143,102,10,run1_1d2,051619
NA19144,103,10,run1_1d2,051619
NA19146,104,10,run1_1d2,051619
NA19147,97,11,run1_1d2,051619
NA19149,98,11,run1_1d2,051619
NA19150,105,11,run1_1d2,051619
NA19152,106,11,run1_1d2,051619
NA19153,101,11,run1_1d2,051619
NA19159,102,11,run1_1d2,051619
NA19160,103,11,run1_1d2,051619
NA19171,104,11,run1_1d2,051619
NA19172,97,12,run1_1d2,051619
NA19175,98,12,run1_1d2,051619
NA19184,105,12,run1_1d2,051619
NA19185,106,12,run1_1d2,051619
NA19189,101,12,run1_1d2,051619
NA19190,102,12,run1_1d2,051619
NA19192,103,12,run1_1d2,051619
NA19193,104,12,run1_1d2,051619
NA19197,97,13,run1_1d2,051619
NA19198,98,13,run1_1d2,051619
NA19200,105,13,run1_1d2,051619
NA19201,106,13,run1_1d2,051619
NA19203,101,13,run1_1d2,051619
NA19204,102,13,run1_1d2,051619
NA19206,103,13,run1_1d2,051619
NA19207,104,13,run1_1d2,051619
NA19209,97,14,run1_1d2,051619
NA19210,98,14,run1_1d2,051619
NA19213,105,14,run1_1d2,051619
NA19214,106,14,run1_1d2,051619
NA19222,101,14,run1_1d2,051619
NA19223,102,14,run1_1d2,051619
NA19225,103,14,run1_1d2,051619
NA19235,104,14,run1_1d2,051619
NA19236,97,15,run1_1d2,051619
NA19238,98,15,run1_1d2,051619
NA19239,105,15,run1_1d2,051619
NA19240,106,15,run1_1d2,051619
NA19247,101,15,run1_1d2,051619
NA19248,102,15,run1_1d2,051619
NA19256,103,15,run1_1d2,051619
NA19257,104,15,run1_1d2,051619
NA19307,103,18,run1_1d2,051619
NA19308,104,18,run1_1d2,051619
NA19309,97,19,run1_1d2,051619
NA19310,98,19,run1_1d2,051619
NA19311,105,19,run1_1d2,051619
NA19312,106,19,run1_1d2,051619
NA19313,101,19,run1_1d2,051619
NA19314,102,19,run1_1d2,051619
NA19315,103,19,run1_1d2,051619
NA19316,104,19,run1_1d2,051619
NA19317,97,20,run1_1d2,051619
NA19318,98,20,run1_1d2,051619
NA19319,105,20,run1_1d2,051619
NA19321,106,20,run1_1d2,051619
NA19323,101,20,run1_1d2,051619
NA19324,102,20,run1_1d2,051619
NA19327,103,20,run1_1d2,051619
NA19328,104,20,run1_1d2,051619
NA19331,97,21,run1_1d2,051619
NA19332,98,21,run1_1d2,051619
NA19334,105,21,run1_1d2,051619
NA19338,106,21,run1_1d2,051619
NA19346,101,21,run1_1d2,051619
NA19347,102,21,run1_1d2,051619
NA19350,103,21,run1_1d2,051619
NA19351,104,21,run1_1d2,051619
NA19352,97,22,run1_1d2,051619
NA19355,98,22,run1_1d2,051619
NA19359,105,22,run1_1d2,051619
NA19360,106,22,run1_1d2,051619
NA19371,101,22,run1_1d2,051619
NA19372,102,22,run1_1d2,051619
NA19373,103,22,run1_1d2,051619
NA19374,104,22,run1_1d2,051619
NA19375,97,23,run1_1d2,051619
NA19376,98,23,run1_1d2,051619
NA19377,105,23,run1_1d2,051619
NA19378,106,23,run1_1d2,051619
NA19379,101,23,run1_1d2,051619
NA19380,102,23,run1_1d2,051619
NA19381,103,23,run1_1d2,051619
NA19382,104,23,run1_1d2,051619
NA19383,97,24,run1_1d2,051619
NA19384,98,24,run1_1d2,051619
NA19385,105,24,run1_1d2,051619
NA19390,106,24,run1_1d2,051619
NA19391,101,24,run1_1d2,051619
NA19392,102,24,run1_1d2,051619
NA19393,103,24,run1_1d2,051619
NA19394,104,24,run1_1d2,051619
NA19395,97,25,run1_1d2,051619
NA19396,98,25,run1_1d2,051619
NA19397,105,25,run1_1d2,051619
NA19398,106,25,run1_1d2,051619
NA19399,101,25,run1_1d2,051619
NA19401,102,25,run1_1d2,051619
NA19402,103,25,run1_1d2,051619
NA19403,104,25,run1_1d2,051619
NA19404,97,26,run1_1d2,051619
NA19428,98,26,run1_1d2,051619
NA19429,105,26,run1_1d2,051619
NA19430,106,26,run1_1d2,051619
NA19431,101,26,run1_1d2,051619
NA19432,102,26,run1_1d2,051619
NA19434,103,26,run1_1d2,051619
NA19435,104,26,run1_1d2,051619
NA19436,97,27,run1_1d2,051619
NA19437,98,27,run1_1d2,051619
NA19438,105,27,run1_1d2,051619
NA19439,106,27,run1_1d2,051619
NA19440,101,27,run1_1d2,051619
NA19441,102,27,run1_1d2,051619
NA19443,103,27,run1_1d2,051619
NA19444,104,27,run1_1d2,051619
NA19445,97,28,run1_1d2,051619
NA19446,98,28,run1_1d2,051619
NA19448,105,28,run1_1d2,051619
NA19449,106,28,run1_1d2,051619
NA19451,101,28,run1_1d2,051619
NA19452,102,28,run1_1d2,051619
NA19453,103,28,run1_1d2,051619
NA19454,104,28,run1_1d2,051619
NA19455,97,29,run1_1d2,051619
NA19456,98,29,run1_1d2,051619
NA19457,105,29,run1_1d2,051619
NA19461,106,29,run1_1d2,051619
NA19462,101,29,run1_1d2,051619
NA19463,102,29,run1_1d2,051619
NA19466,103,29,run1_1d2,051619
NA19467,104,29,run1_1d2,051619
NA19468,97,30,run1_1d2,051619
NA19469,98,30,run1_1d2,051619
NA19470,105,30,run1_1d2,051619
NA19471,106,30,run1_1d2,051619
NA19472,101,30,run1_1d2,051619
NA19473,102,30,run1_1d2,051619
NA19474,103,30,run1_1d2,051619
NA19475,104,30,run1_1d2,051619
NA20502,97,31,run1_1d2,051619
NA20503,98,31,run1_1d2,051619
NA20504,105,31,run1_1d2,051619
NA20505,106,31,run1_1d2,051619
NA20506,101,31,run1_1d2,051619
NA20507,102,31,run1_1d2,051619
NA20508,103,31,run1_1d2,051619
NA20509,104,31,run1_1d2,051619
NA20510,97,32,run1_1d2,051619
NA20512,98,32,run1_1d2,051619
NA20513,105,32,run1_1d2,051619
NA20514,106,32,run1_1d2,051619
NA20515,101,32,run1_1d2,051619
NA20516,102,32,run1_1d2,051619
NA20517,103,32,run1_1d2,051619
NA20518,104,32,run1_1d2,051619
NA20519,97,33,run1_1d2,051619
NA20520,98,33,run1_1d2,051619
NA20521,105,33,run1_1d2,051619
NA20522,106,33,run1_1d2,051619
NA20524,101,33,run1_1d2,051619
NA20525,102,33,run1_1d2,051619
NA20526,103,33,run1_1d2,051619
NA20527,104,33,run1_1d2,051619
NA20528,97,34,run1_1d2,051619
NA20529,98,34,run1_1d2,051619
NA20530,105,34,run1_1d2,051619
NA20531,106,34,run1_1d2,051619
NA20532,101,34,run1_1d2,051619
NA20533,102,34,run1_1d2,051619
NA20534,103,34,run1_1d2,051619
NA20535,104,34,run1_1d2,051619
NA20536,97,35,run1_1d2,051619
NA20537,98,35,run1_1d2,051619
NA20538,105,35,run1_1d2,051619
NA20539,106,35,run1_1d2,051619
NA20540,101,35,run1_1d2,051619
NA20541,102,35,run1_1d2,051619
NA20542,103,35,run1_1d2,051619
NA20543,104,35,run1_1d2,051619
NA20544,97,36,run1_1d2,051619
NA20574,105,37,run1_1d2,051619
NA20581,98,36,run1_1d2,051619
NA20582,105,36,run1_1d2,051619
NA20585,106,36,run1_1d2,051619
NA20586,101,36,run1_1d2,051619
NA20587,102,36,run1_1d2,051619
NA20588,103,36,run1_1d2,051619
NA20589,104,36,run1_1d2,051619
NA20752,97,37,run1_1d2,051619
NA20753,98,37,run1_1d2,051619
NA20755,106,37,run1_1d2,051619
NA20756,101,37,run1_1d2,051619
NA20757,102,37,run1_1d2,051619
NA20758,103,37,run1_1d2,051619
NA20759,104,37,run1_1d2,051619
NA20760,97,38,run1_1d2,051619
NA20761,98,38,run1_1d2,051619
NA20762,105,38,run1_1d2,051619
NA20763,106,38,run1_1d2,051619
NA20764,101,38,run1_1d2,051619
NA20765,102,38,run1_1d2,051619
NA20766,103,38,run1_1d2,051619
NA20767,104,38,run1_1d2,051619
NA20768,97,39,run1_1d2,051619
NA20769,98,39,run1_1d2,051619
NA20770,105,39,run1_1d2,051619
NA20771,106,39,run1_1d2,051619
NA20772,101,39,run1_1d2,051619
NA20773,102,39,run1_1d2,051619
NA20774,103,39,run1_1d2,051619
NA20775,104,39,run1_1d2,051619
NA20778,97,40,run1_1d2,051619
NA20780,98,40,run1_1d2,051619
NA20783,105,40,run1_1d2,051619
NA20785,106,40,run1_1d2,051619
NA20786,101,40,run1_1d2,051619
NA20787,102,40,run1_1d2,051619
NA20790,103,40,run1_1d2,051619
NA20791,104,40,run1_1d2,051619
NA20792,97,41,run1_1d2,051619
NA20795,98,41,run1_1d2,051619
NA20796,105,41,run1_1d2,051619
NA20797,106,41,run1_1d2,051619
NA20798,101,41,run1_1d2,051619
NA20799,102,41,run1_1d2,051619
NA20800,103,41,run1_1d2,051619
NA20801,104,41,run1_1d2,051619
NA20802,97,42,run1_1d2,051619
NA20803,98,42,run1_1d2,051619
NA20804,105,42,run1_1d2,051619
NA20805,106,42,run1_1d2,051619
NA20806,101,42,run1_1d2,051619
NA20807,102,42,run1_1d2,051619
NA20808,103,42,run1_1d2,051619
NA20809,104,42,run1_1d2,051619
NA20810,97,43,run1_1d2,051619
NA20811,98,43,run1_1d2,051619
NA20812,105,43,run1_1d2,051619
NA20813,106,43,run1_1d2,051619
NA20814,101,43,run1_1d2,051619
NA20815,102,43,run1_1d2,051619
NA20816,103,43,run1_1d2,051619
NA20817,104,43,run1_1d2,051619
NA20818,97,44,run1_1d2,051619
NA20819,98,44,run1_1d2,051619
NA20820,105,44,run1_1d2,051619
NA20821,106,44,run1_1d2,051619
NA20822,101,44,run1_1d2,051619
NA20826,102,44,run1_1d2,051619
NA20827,103,44,run1_1d2,051619
NA20828,104,44,run1_1d2,051619
NA20831,97,45,run1_1d2,051619
NA20832,98,45,run1_1d2,051619
AA/428,105,45,run2_pb,073120
AN/472,106,45,run2_pb,073120
HG00171,97,46,run2_pb,073120
HG00173,98,46,run2_pb,073120
HG00174,105,46,run2_pb,073120
HG00176,106,46,run2_pb,073120
HG00177,101,46,run2_pb,073120
HG00178,102,46,run2_pb,073120
HG00179,103,46,run2_pb,073120
HG00180,104,46,run2_pb,073120
HG00181,97,47,run2_pb,073120
HG00182,98,47,run2_pb,073120
HG00183,105,47,run2_pb,073120
HG00185,106,47,run2_pb,073120
HG00186,101,47,run2_pb,073120
HG00187,102,47,run2_pb,073120
HG00188,103,47,run2_pb,073120
HG00189,104,47,run2_pb,073120
HG00190,97,48,run2_pb,073120
HG00266,98,48,run2_pb,073120
HG00267,105,48,run2_pb,073120
HG00268,106,48,run2_pb,073120
HG00269,101,48,run2_pb,073120
HG00270,102,48,run2_pb,073120
HG00271,103,48,run2_pb,073120
HG00272,104,48,run2_pb,073120
HG00273,97,49,run2_pb,073120
HG00274,98,49,run2_pb,073120
HG00275,105,49,run2_pb,073120
HG00276,106,49,run2_pb,073120
HG00277,101,49,run2_pb,073120
HG00278,102,49,run2_pb,073120
HG00280,103,49,run2_pb,073120
HG00281,104,49,run2_pb,073120
HG00282,97,50,run2_pb,073120
HG00284,98,50,run2_pb,073120
HG00285,105,50,run2_pb,073120
HG00306,106,50,run2_pb,073120
HG00308,101,50,run2_pb,073120
HG00309,102,50,run2_pb,073120
HG00310,103,50,run2_pb,073120
HG00311,104,50,run2_pb,073120
HG00312,97,51,run2_pb,073120
HG00313,98,51,run2_pb,073120
HG00315,105,51,run2_pb,073120
HG00318,106,51,run2_pb,073120
HG00319,101,51,run2_pb,073120
HG00320,102,51,run2_pb,073120
HG00321,103,51,run2_pb,073120
HG00323,104,51,run2_pb,073120
HG00324,97,52,run2_pb,073120
HG00325,98,52,run2_pb,073120
HG00326,105,52,run2_pb,073120
HG00327,106,52,run2_pb,073120
HG00328,101,52,run2_pb,073120
HG00329,102,52,run2_pb,073120
HG00330,103,52,run2_pb,073120
HG00331,104,52,run2_pb,073120
HG00332,97,53,run2_pb,073120
HG00334,98,53,run2_pb,073120
HG00335,105,53,run2_pb,073120
HG00336,106,53,run2_pb,073120
HG00337,101,53,run2_pb,073120
HG00338,102,53,run2_pb,073120
HG00339,103,53,run2_pb,073120
HG00341,104,53,run2_pb,073120
HG00342,97,54,run2_pb,073120
HG00343,98,54,run2_pb,073120
HG00344,105,54,run2_pb,073120
HG00345,106,54,run2_pb,073120
HG00346,101,54,run2_pb,073120
HG00349,102,54,run2_pb,073120
HG00350,103,54,run2_pb,073120
HG00351,104,54,run2_pb,073120
HG00353,97,55,run2_pb,073120
HG00355,98,55,run2_pb,073120
HG00356,105,55,run2_pb,073120
HG00357,106,55,run2_pb,073120
HG00358,101,55,run2_pb,073120
HG00359,102,55,run2_pb,073120
HG00360,103,55,run2_pb,073120
HG00361,104,55,run2_pb,073120
HG00362,97,56,run2_pb,073120
HG00364,98,56,run2_pb,073120
HG00365,105,56,run2_pb,073120
HG00366,106,56,run2_pb,073120
HG00367,101,56,run2_pb,073120
HG00368,102,56,run2_pb,073120
HG00369,103,56,run2_pb,073120
HG00371,104,56,run2_pb,073120
HG00372,97,57,run2_pb,073120
HG00373,98,57,run2_pb,073120
HG00375,105,57,run2_pb,073120
HG00376,106,57,run2_pb,073120
HG00377,101,57,run2_pb,073120
HG00378,102,57,run2_pb,073120
HG00379,103,57,run2_pb,073120
HG00380,104,57,run2_pb,073120
HG00381,97,58,run2_pb,073120
HG00382,98,58,run2_pb,073120
HG00383,105,58,run2_pb,073120
HG00384,106,58,run2_pb,073120
HG01565,97,59,run2_pb,073120
HG01566,98,59,run2_pb,073120
HG01571,105,59,run2_pb,073120
HG01572,106,59,run2_pb,073120
HG01577,101,59,run2_pb,073120
HG01578,102,59,run2_pb,073120
HG01583,97,68,run2_pb,073120
HG01586,98,68,run2_pb,073120
HG01589,105,68,run2_pb,073120
HG01590,106,68,run2_pb,073120
HG01593,101,68,run2_pb,073120
HG01892,103,59,run2_pb,073120
HG01893,104,59,run2_pb,073120
HG01917,97,60,run2_pb,073120
HG01918,98,60,run2_pb,073120
HG01920,105,60,run2_pb,073120
HG01921,106,60,run2_pb,073120
HG01923,101,60,run2_pb,073120
HG01924,102,60,run2_pb,073120
HG01926,103,60,run2_pb,073120
HG01927,104,60,run2_pb,073120
HG01932,97,61,run2_pb,073120
HG01933,98,61,run2_pb,073120
HG01935,105,61,run2_pb,073120
HG01936,106,61,run2_pb,073120
HG01938,101,61,run2_pb,073120
HG01939,102,61,run2_pb,073120
HG01941,103,61,run2_pb,073120
HG01942,104,61,run2_pb,073120
HG01944,97,62,run2_pb,073120
HG01945,98,62,run2_pb,073120
HG01947,105,62,run2_pb,073120
HG01948,106,62,run2_pb,073120
HG01950,101,62,run2_pb,073120
HG01951,102,62,run2_pb,073120
HG01953,103,62,run2_pb,073120
HG01954,104,62,run2_pb,073120
HG01967,97,63,run2_pb,073120
HG01968,98,63,run2_pb,073120
HG01970,105,63,run2_pb,073120
HG01971,106,63,run2_pb,073120
HG01973,101,63,run2_pb,073120
HG01974,102,63,run2_pb,073120
HG01976,103,63,run2_pb,073120
HG01977,104,63,run2_pb,073120
HG01979,97,64,run2_pb,073120
HG01980,98,64,run2_pb,073120
HG01982,105,64,run2_pb,073120
HG01983,106,64,run2_pb,073120
HG01991,101,64,run2_pb,073120
HG01992,102,64,run2_pb,073120
HG01997,103,64,run2_pb,073120
HG02002,104,64,run2_pb,073120
HG02003,97,65,run2_pb,073120
HG02008,98,65,run2_pb,073120
HG02089,105,65,run2_pb,073120
HG02090,106,65,run2_pb,073120
HG02104,101,65,run2_pb,073120
HG02105,102,65,run2_pb,073120
HG02146,103,65,run2_pb,073120
HG02147,104,65,run2_pb,073120
HG02259,97,66,run2_pb,073120
HG02260,98,66,run2_pb,073120
HG02271,105,66,run2_pb,073120
HG02272,106,66,run2_pb,073120
HG02277,101,66,run2_pb,073120
HG02278,102,66,run2_pb,073120
HG02285,103,66,run2_pb,073120
HG02286,104,66,run2_pb,073120
HG02291,97,67,run2_pb,073120
HG02292,98,67,run2_pb,073120
HG02298,105,67,run2_pb,073120
